sf,workers,n_compared_queries,median_ratio_d2_over_d1,mean_ratio_d2_over_d1,pct_d1_faster,pct_d2_faster
10,2,216,0.9392298226061113,1.7658969461066372,41.2037037037037,58.79629629629629
10,5,216,0.8400090904625226,1.072730076932395,29.166666666666668,70.37037037037037
50,2,211,0.8672534171809887,1.259651936166755,38.388625592417064,61.61137440758294
50,5,211,0.8301055317174998,0.936031966160949,25.118483412322274,74.88151658767772
100,2,207,0.9077686676572072,1.6331732149881057,42.51207729468599,57.48792270531401
100,5,208,0.9968330186505099,1.6638690752773413,49.519230769230774,50.480769230769226
