scenario,sf,workers,strategy,query_id,distributed_elapsed_sec,baseline_elapsed_sec,speedup,speedup_class
SF10_N2_D2,10,2,D2,Q070,3.194,8.965,2.8068252974326864,Citus mai rapid
SF10_N2_D2,10,2,D2,Q071,2.919,10.012,3.429941760877013,Citus mai rapid
SF10_N2_D2,10,2,D2,Q072,1.378,7.62,5.529753265602323,Citus mai rapid
SF10_N2_D2,10,2,D2,Q073,3.107,6.326,2.036047634373994,Citus mai rapid
SF10_N2_D2,10,2,D2,Q074,1.817,6.469,3.560264171711613,Citus mai rapid
SF10_N2_D2,10,2,D2,Q075,23.671,15.166,0.640699590215876,Citus mai lent
SF10_N2_D2,10,2,D2,Q076,6.18,19.337,3.1289644012944984,Citus mai rapid
SF10_N2_D2,10,2,D2,Q077,3.829,17.383,4.539827631235309,Citus mai rapid
SF10_N2_D2,10,2,D2,Q078,4.821,15.348,3.1835718730553833,Citus mai rapid
SF10_N2_D2,10,2,D2,Q079,8.519,17.057,2.0022303087216806,Citus mai rapid
SF10_N2_D2,10,2,D2,Q080,0.226,0.189,0.8362831858407079,Citus mai lent
