sf,strategy,query_id,elapsed_N2,elapsed_N5,node_scaling_speedup,time_reduction_pct,scaling_efficiency,time_comparison_class
10,D1,Q027,1.311,1.527,0.8585461689587427,-16.475972540045767,0.3434184675834971,N2 mai rapid
10,D1,Q028,2218.742,2551.418,0.8696113298565739,-14.993901949843647,0.34784453194262954,N2 mai rapid
10,D1,Q029,1.526,8.834,0.17274167987321712,-478.89908256880733,0.06909667194928684,N2 mai rapid
10,D1,Q030,17.752,22.925,0.7743511450381678,-29.140378548895914,0.3097404580152671,N2 mai rapid
10,D1,Q031,90.133,103.144,0.8738559683549212,-14.435334450201381,0.34954238734196846,N2 mai rapid
10,D1,Q032,7.741,12.568,0.6159293443666455,-62.356284717736735,0.2463717377466582,N2 mai rapid
10,D1,Q033,13.695,25.936,0.5280305367057372,-89.38298649142023,0.21121221468229487,N2 mai rapid
10,D1,Q034,43.266,70.91,0.6101537159780003,-63.89312624231498,0.24406148639120012,N2 mai rapid
10,D1,Q035,3.832,1.61,2.3801242236024844,57.985386221294355,0.9520496894409938,N5 mai rapid
10,D1,Q036,71.539,103.328,0.6923486373490244,-44.435902095360575,0.27693945493960975,N2 mai rapid
10,D1,Q037,15.804,14.189,1.113820565226584,10.218931915970641,0.4455282260906336,N5 mai rapid
10,D1,Q038,4.426,36.859,0.12007922081445509,-732.7835517397199,0.048031688325782036,N2 mai rapid
10,D1,Q039,3.495,12.465,0.28038507821901326,-256.6523605150214,0.1121540312876053,N2 mai rapid
10,D1,Q040,1130.899,1329.667,0.8505129479787044,-17.576105381647704,0.34020517919148174,N2 mai rapid
10,D1,Q041,12.062,91.209,0.13224572136521615,-656.1681313215057,0.052898288546086455,N2 mai rapid
10,D1,Q042,8.366,22.327,0.37470327406279386,-166.87783887162325,0.14988130962511753,N2 mai rapid
10,D1,Q043,3.018,2.833,1.0653018002117896,6.129887342610988,0.4261207200847158,N5 mai rapid
10,D1,Q044,9.038,10.054,0.8989456932564154,-11.241425094047356,0.35957827730256614,N2 mai rapid
10,D1,Q045,93.741,155.798,0.6016829484332277,-66.20048858023704,0.24067317937329108,N2 mai rapid
10,D1,Q046,9.29,9.437,0.9844230157889159,-1.5823466092572687,0.39376920631556633,Similar (+/-5%)
10,D1,Q047,17.961,21.198,0.8472969148032833,-18.02238182729248,0.3389187659213133,N2 mai rapid
10,D1,Q048,2.807,6.779,0.41407287210503024,-141.50338439615248,0.1656291488420121,N2 mai rapid
10,D1,Q049,3.224,3.506,0.9195664575014263,-8.746898263027282,0.36782658300057053,N2 mai rapid
10,D1,Q050,1.361,2.129,0.6392672616251761,-56.42909625275533,0.25570690465007045,N2 mai rapid
10,D1,Q052,40.61,827.836,0.04905561004836707,-1938.502831814824,0.019622244019346827,N2 mai rapid
10,D1,Q053,38.366,810.474,0.04733773076002438,-2012.47979982276,0.018935092304009752,N2 mai rapid
10,D1,Q054,11.028,11.493,0.9595405899243018,-4.216539717083785,0.3838162359697207,Similar (+/-5%)
10,D1,Q056,6.258,5.745,1.0892950391644909,8.19750719079578,0.4357180156657964,N5 mai rapid
10,D1,Q057,26.889,27.518,0.97714223417399515,-2.339246532039129,0.3908568936695981,Similar (+/-5%)
10,D1,Q058,29.857,31.521,0.9472097966435075,-5.573232407810568,0.378883918657403,N2 mai rapid
10,D1,Q059,29.587,30.79,0.9609288730107178,-4.065974921418189,0.3843715492042871,Similar (+/-5%)
10,D1,Q060,49.296,49.879,0.9883117143487239,-1.1826517364492017,0.39532468573948953,Similar (+/-5%)
10,D1,Q061,15.837,15.682,1.0098839433745694,0.9787207173075669,0.4039535773498278,Similar (+/-5%)
10,D1,Q062,3.232,2.982,1.0838363514419853,7.735148514851485,0.43353454057679414,N5 mai rapid
10,D1,Q063,2.691,2.791,0.9641705481906127,-3.7160906726124154,0.38566821927624506,Similar (+/-5%)
10,D1,Q064,67.786,76.992,0.8804291354945968,-13.58097542265365,0.3521716541978387,N2 mai rapid
10,D1,Q066,23.414,44.073,0.5312549633562499,-88.23353549158622,0.21250198534249995,N2 mai rapid
10,D1,Q067,3.412,4.148,0.8225650916104147,-21.570926143024614,0.32902603664416585,N2 mai rapid
10,D1,Q068,1.591,1.714,0.9282380396732789,-7.730986800754243,0.3712952158693116,N2 mai rapid
10,D1,Q070,8.069,15.583,0.517807867547969,-93.12182426570826,0.2071231470191876,N2 mai rapid
10,D1,Q071,3.238,3.115,1.0394863563402887,3.798641136504008,0.4157945425361155,Similar (+/-5%)
10,D1,Q072,1.692,4.526,0.37384003535130356,-167.49408983451534,0.14953601414052142,N2 mai rapid
10,D1,Q073,3.239,3.319,0.9758963543235915,-2.4698981167026886,0.39035854172943657,Similar (+/-5%)
10,D1,Q074,1.507,1.509,0.998674618952949,-0.13271400132714015,0.3994698475811796,Similar (+/-5%)
10,D1,Q075,26.34,26.232,1.004117108874657,0.4100227790432822,0.4016468435498628,Similar (+/-5%)
10,D1,Q076,13.255,13.071,1.0140769642720526,1.3881554130516864,0.40563078570882105,Similar (+/-5%)
10,D1,Q077,3.696,3.625,1.0195862068965518,1.9209956709956757,0.4078344827586207,Similar (+/-5%)
10,D1,Q078,9.053,9.478,0.9551593163114582,-4.694576383519263,0.3820637265245833,Similar (+/-5%)
10,D1,Q079,6.304,6.208,1.0154639175257731,1.5228426395939099,0.4061855670103093,Similar (+/-5%)
10,D1,Q080,1.129,0.279,4.046594982078853,75.28786536758193,1.618637992831541,N5 mai rapid
10,D1,Q081,0.418,0.323,1.2941176470588234,22.72727272727272,0.5176470588235293,N5 mai rapid
10,D1,Q082,3.578,3.575,1.0008391608391607,0.0838457238680735,0.40033566433566425,Similar (+/-5%)
10,D1,Q083,1.075,1.395,0.7706093189964157,-29.767441860465123,0.3082437275985663,N2 mai rapid
10,D1,Q084,0.476,0.5,0.952,-5.042016806722694,0.38079999999999997,Similar (+/-5%)
10,D1,Q085,0.471,0.483,0.9751552795031055,-2.547770700636945,0.39006211180124223,Similar (+/-5%)
10,D1,Q086,10.233,9.817,1.0423754711215238,4.065278999315942,0.41695018844860954,Similar (+/-5%)
10,D1,Q087,2.289,2.286,1.0013123359580054,0.13106159895151218,0.40052493438320214,Similar (+/-5%)
10,D1,Q088,2.089,1.894,1.1029567053854277,9.3346098611776,0.44118268215417106,N5 mai rapid
10,D1,Q089,1.439,1.428,1.0077030812324932,0.7644197359277359,0.40308123249299727,Similar (+/-5%)
10,D1,Q090,2.957,2.965,0.9973018549747049,-0.27054447074737936,0.398920741989882,Similar (+/-5%)
10,D1,Q091,0.285,0.294,0.9693877551020408,-3.157894736842108,0.3877551020408163,Similar (+/-5%)
10,D1,Q092,17.366,17.035,1.019430584091576,1.9060232638488974,0.4077722336366304,Similar (+/-5%)
10,D1,Q093,17.054,16.819,1.0139722932397883,1.377975841444819,0.40558891729591534,Similar (+/-5%)
10,D1,Q094,1.223,1.217,1.0049301561216106,0.4905968928863454,0.40197206244864425,Similar (+/-5%)
10,D1,Q095,1.06,1.114,0.9515260323159784,-5.094339622641514,0.38061041292639136,Similar (+/-5%)
10,D1,Q096,5.235,5.278,0.9918529746115955,-0.8213944603629276,0.3967411898446382,Similar (+/-5%)
10,D1,Q097,1.695,2.077,0.8160808858931151,-22.53687315634218,0.32643235435724605,N2 mai rapid
10,D1,Q098,1.361,1.511,0.9007279947054931,-11.021307861866267,0.36029119788219727,N2 mai rapid
10,D1,Q099,570.668,576.557,0.9897859188250251,-1.0319485234847598,0.39591436753001,Similar (+/-5%)
10,D1,Q100,1.654,1.74,0.9505747126436781,-5.199516324062882,0.38022988505747124,Similar (+/-5%)
10,D1,Q102,0.844,1.084,0.7785977859778597,-28.436018957345983,0.31143911439114386,N2 mai rapid
10,D1,Q104,5.297,5.108,1.0370007830853563,3.5680573909760254,0.4148003132341425,Similar (+/-5%)
10,D1,Q105,7.621,7.442,1.0240526740123623,2.348773126886239,0.40962106960494493,Similar (+/-5%)
10,D1,Q106,10.23,10.241,0.9989258861439313,-0.1075268817204226,0.3995703544575725,Similar (+/-5%)
10,D1,Q107,14.559,14.465,1.0064984445212581,0.645648739611233,0.40259937780850324,Similar (+/-5%)
10,D1,Q108,16.169,16.609,0.9735083388524294,-2.721256725833393,0.38940333554097173,Similar (+/-5%)
10,D1,Q109,3.163,2.976,1.0628360215053763,5.9121087575086895,0.4251344086021505,N5 mai rapid
10,D1,Q111,1.885,1.843,1.022788931090613,2.2281167108753333,0.40911557243624525,Similar (+/-5%)
10,D1,Q112,2.261,3.273,0.6908035441490987,-44.75895621406457,0.27632141765963947,N2 mai rapid
10,D1,Q113,7.7,7.26,1.0606060606060606,5.714285714285719,0.4242424242424242,N5 mai rapid
10,D1,Q114,0.601,0.543,1.1068139963167587,9.650582362728775,0.44272559852670346,N5 mai rapid
10,D1,Q115,1.697,3.534,0.48019241652518396,-108.24985268120211,0.1920769666100736,N2 mai rapid
10,D1,Q116,10.04,10.706,0.9377918923967868,-6.633466135458171,0.3751167569587147,N2 mai rapid
10,D1,Q117,1.235,1.092,1.130952380952381,11.578947368421053,0.4523809523809524,N5 mai rapid
10,D1,Q118,0.891,0.908,0.9812775330396476,-1.907968574635243,0.392511013215859,Similar (+/-5%)
10,D1,Q120,0.285,0.307,0.9283387622149837,-7.719298245614042,0.3713355048859935,N2 mai rapid
10,D1,Q122,46.119,46.159,0.9991334301003055,-0.08673214943949165,0.3996533720401222,Similar (+/-5%)
10,D1,Q123,3.585,3.733,0.9603536030002678,-4.128312412831245,0.3841414412001071,Similar (+/-5%)
10,D1,Q126,21.618,26.009,0.8311738244453842,-20.31177722268481,0.3324695297781537,N2 mai rapid
10,D1,Q127,18.478,19.191,0.9628471679433069,-3.8586427102500127,0.38513886717732276,Similar (+/-5%)
10,D1,Q128,2.936,2.85,1.0301754385964912,2.929155313351494,0.4120701754385965,Similar (+/-5%)
10,D1,Q129,1.543,1.627,0.9483712354025814,-5.443940375891127,0.37934849416103256,N2 mai rapid
10,D1,Q130,1.484,1.512,0.9814814814814815,-1.8867924528301903,0.3925925925925926,Similar (+/-5%)
10,D1,Q131,3.88,3.918,0.9903011740684022,-0.9793814432989757,0.3961204696273609,Similar (+/-5%)
10,D1,Q133,19.58,22.329,0.8768865600788212,-14.03983656792647,0.35075462403152846,N2 mai rapid
10,D1,Q134,45.082,46.093,0.978066083787126,-2.2425801872144153,0.3912264335148504,Similar (+/-5%)
10,D1,Q135,2.501,1.808,1.383296460176991,27.708916433426623,0.5533185840707964,N5 mai rapid
10,D1,Q136,4.176,4.414,0.9460806524694156,-5.699233716475085,0.3784322609877663,N2 mai rapid
10,D1,Q137,3.876,3.959,0.9790351098762313,-2.141382868937053,0.39161404395049254,Similar (+/-5%)
10,D1,Q138,1.25,1.251,0.9992006394884093,-0.07999999999999119,0.3996802557953637,Similar (+/-5%)
10,D1,Q139,1.213,1.361,0.8912564290962528,-12.20115416323165,0.35650257163850113,N2 mai rapid
10,D1,Q140,1.161,1.417,0.8193366266760762,-22.049956933677866,0.3277346506704305,N2 mai rapid
10,D1,Q141,1.724,1.699,1.0147145379635079,1.4501160092807375,0.4058858151854031,Similar (+/-5%)
10,D1,Q142,2.713,1.135,2.390308370044053,58.164393660154815,0.9561233480176211,N5 mai rapid
10,D1,Q143,1.143,0.965,1.184455958549223,15.573053368328962,0.47378238341968915,N5 mai rapid
10,D1,Q144,1.749,1.409,1.241305890702626,19.43967981703831,0.4965223562810504,N5 mai rapid
10,D1,Q145,1.462,1.379,1.060188542422045,5.677154582763336,0.424075416968818,N5 mai rapid
10,D1,Q146,0.871,0.853,1.0211019929660023,2.066590126291621,0.4084407971864009,Similar (+/-5%)
10,D1,Q147,0.85,0.874,0.9725400457665904,-2.8235294117647083,0.3890160183066361,Similar (+/-5%)
10,D1,Q148,2.984,3.223,0.9258454855724481,-8.009383378016082,0.37033819422897923,N2 mai rapid
10,D1,Q149,2.624,2.678,0.9798356982823003,-2.0579268292682857,0.39193427931292013,Similar (+/-5%)
10,D1,Q150,1.53,1.192,1.2835570469798658,22.09150326797386,0.5134228187919463,N5 mai rapid
10,D1,Q151,3.645,1.066,3.419324577861163,70.75445816186556,1.3677298311444652,N5 mai rapid
10,D1,Q152,0.95,0.933,1.0182207931404073,1.7894736842105166,0.4072883172561629,Similar (+/-5%)
10,D1,Q153,403.301,1477.44,0.2729728449209443,-266.3368055125081,0.10918913796837773,N2 mai rapid
10,D1,Q154,374.385,391.332,0.9566940602864065,-4.526623662807004,0.3826776241145626,Similar (+/-5%)
10,D1,Q155,8.732,7.574,1.1528914708212306,13.261566651397155,0.4611565883284922,N5 mai rapid
10,D1,Q156,2.592,2.605,0.9950095969289827,-0.5015432098765393,0.39800383877159307,Similar (+/-5%)
10,D1,Q157,2.314,2.288,1.0113636363636365,1.123595505617988,0.4045454545454546,Similar (+/-5%)
10,D1,Q158,29.888,38.767,0.770964996001754,-29.707574946466814,0.30838599840070163,N2 mai rapid
10,D1,Q159,28.629,30.643,0.9342753646836146,-7.034824827971635,0.37371014587344586,N2 mai rapid
10,D1,Q161,3.573,4.191,0.8525411596277738,-17.29638958858102,0.3410164638511095,N2 mai rapid
10,D1,Q162,3.823,10.766,0.35509938695894483,-181.61130002615747,0.14203975478357794,N2 mai rapid
10,D1,Q163,1.739,1.578,1.1020278833967048,9.258194364577346,0.44081115335868193,N5 mai rapid
10,D1,Q164,4.501,4.304,1.045771375464684,4.376805154410132,0.4183085501858736,Similar (+/-5%)
10,D1,Q165,3.945,4.154,0.9496870486278286,-5.297845373891003,0.37987481945113144,N2 mai rapid
10,D1,Q166,3.899,4.215,0.9250296559905101,-8.104642215952804,0.37001186239620404,N2 mai rapid
10,D1,Q167,17.637,19.332,0.9123215394165115,-9.610477972444295,0.3649286157666046,N2 mai rapid
10,D1,Q168,18.337,17.727,1.034410785806961,3.3266074057915658,0.41376431432278443,Similar (+/-5%)
10,D1,Q169,18.699,18.351,1.0189635442210234,1.861062088881772,0.4075854176884094,Similar (+/-5%)
10,D1,Q170,14.284,14.631,0.9762832342286926,-2.4292915149817946,0.390513293691477,Similar (+/-5%)
10,D1,Q171,14.757,14.951,0.9870242793124205,-1.3146303449210601,0.3948097117249682,Similar (+/-5%)
10,D1,Q172,1.68,1.374,1.222707423580786,18.214285714285705,0.4890829694323144,N5 mai rapid
10,D1,Q173,1.252,1.238,1.011308562197092,1.1182108626198093,0.40452342487883686,Similar (+/-5%)
10,D1,Q174,1.489,1.452,1.025482093663912,2.484889187374086,0.4101928374655648,Similar (+/-5%)
10,D1,Q175,1.449,1.621,0.8938926588525602,-11.870255348516212,0.35755706354102407,N2 mai rapid
10,D1,Q176,1.335,1.483,0.9002022926500336,-11.086142322097388,0.36008091706001344,N2 mai rapid
10,D1,Q177,1.34,1.346,0.9955423476968797,-0.4477611940298511,0.3982169390787519,Similar (+/-5%)
10,D1,Q178,2.362,2.42,0.9760330578512397,-2.4555461473327616,0.39041322314049587,Similar (+/-5%)
10,D1,Q179,2.664,2.713,0.9819388131220051,-1.8393393393393367,0.39277552524880205,Similar (+/-5%)
10,D1,Q180,2.729,2.731,0.9992676675210547,-0.07328691828507804,0.39970706700842185,Similar (+/-5%)
10,D1,Q181,1.865,1.858,1.003767491926803,0.375335120643426,0.40150699677072116,Similar (+/-5%)
10,D1,Q182,1.16,1.21,0.9586776859504131,-4.310344827586212,0.38347107438016526,Similar (+/-5%)
10,D1,Q183,53.571,67.757,0.7906341780185072,-26.480745179294786,0.3162536712074029,N2 mai rapid
10,D1,Q184,52.068,55.453,0.9389573152038663,-6.501113927940396,0.37558292608154653,N2 mai rapid
10,D1,Q185,1.68,7.134,0.2354920100925147,-324.64285714285717,0.09419680403700588,N2 mai rapid
10,D1,Q186,5.341,9.097,0.5871166318566561,-70.32390938026585,0.23484665274266242,N2 mai rapid
10,D1,Q187,2.037,2.537,0.8029168309026409,-24.54590083456063,0.32116673236105636,N2 mai rapid
10,D1,Q188,1.88,3.701,0.5079708186976493,-96.86170212765958,0.2031883274790597,N2 mai rapid
10,D1,Q189,1.305,1.405,0.9288256227758006,-7.662835249042153,0.37153024911032023,N2 mai rapid
10,D1,Q190,0.93,0.948,0.9810126582278482,-1.9354838709677316,0.3924050632911393,Similar (+/-5%)
10,D1,Q191,0.887,0.946,0.937632135306554,-6.651634723788042,0.37505285412262157,N2 mai rapid
10,D1,Q192,1.725,2.115,0.8156028368794326,-22.608695652173918,0.326241134751773,N2 mai rapid
10,D1,Q193,1.574,1.743,0.9030407343660356,-10.736975857687423,0.36121629374641423,N2 mai rapid
10,D1,Q194,1.119,3.664,0.30540393013100436,-227.43521000893656,0.12216157205240175,N2 mai rapid
10,D1,Q195,1.052,1.191,0.8832913518052057,-13.212927756653995,0.3533165407220823,N2 mai rapid
10,D1,Q196,1.101,1.182,0.9314720812182742,-7.35694822888283,0.3725888324873097,N2 mai rapid
10,D1,Q199,0.351,3.962,0.08859162039374052,-1028.7749287749289,0.03543664815749621,N2 mai rapid
10,D1,Q200,1.363,2.37,0.5751054852320675,-73.88114453411593,0.230042194092827,N2 mai rapid
10,D1,Q201,0.819,0.747,1.0963855421686746,8.791208791208787,0.4385542168674698,N5 mai rapid
10,D1,Q202,0.755,0.701,1.0770328102710414,7.152317880794707,0.43081312410841655,N5 mai rapid
10,D1,Q203,2.442,2.736,0.8925438596491228,-12.03931203931204,0.3570175438596491,N2 mai rapid
10,D1,Q204,0.28,0.303,0.9240924092409242,-8.214285714285701,0.36963696369636967,N2 mai rapid
10,D1,Q205,0.28,0.264,1.0606060606060606,5.714285714285719,0.4242424242424242,N5 mai rapid
10,D1,Q206,0.389,1.021,0.38099902056807056,-162.46786632390743,0.15239960822722823,N2 mai rapid
10,D1,Q207,0.346,0.379,0.912928759894459,-9.53757225433527,0.3651715039577836,N2 mai rapid
10,D1,Q212,14.682,13.763,1.066773232580106,6.259365209099581,0.4267092930320424,N5 mai rapid
10,D1,Q213,17.52,17.901,0.9787162728339199,-2.1746575342465766,0.391486509133568,Similar (+/-5%)
10,D1,Q214,18.909,19.895,0.9504398089972355,-5.2144481463853225,0.3801759235988942,Similar (+/-5%)
10,D1,Q215,17.868,20.569,0.8686858865282707,-15.116409223192303,0.34747435461130827,N2 mai rapid
10,D1,Q216,2.566,2.559,1.0027354435326299,0.2727981293842429,0.401094177413052,Similar (+/-5%)
10,D1,Q217,2.987,3.643,0.8199286302497942,-21.961834616672235,0.3279714520999177,N2 mai rapid
10,D1,Q218,2.839,3.338,0.8505092869982025,-17.576611482916523,0.340203714799281,N2 mai rapid
10,D1,Q219,12.626,12.968,0.9736273904996915,-2.7086963408838947,0.3894509561998766,Similar (+/-5%)
10,D1,Q220,20.728,22.658,0.9148203724953659,-9.311076804322653,0.36592814899814635,N2 mai rapid
10,D1,Q221,21.303,22.835,0.9329100065688636,-7.1914753790545936,0.37316400262754545,N2 mai rapid
10,D1,Q222,24.46,25.17,0.9717918156535558,-2.9026982829108783,0.3887167262614223,Similar (+/-5%)
10,D1,Q223,2.183,1.897,1.150764364786505,13.10123683005038,0.46030574591460194,N5 mai rapid
10,D1,Q224,2.146,2.332,0.9202401372212693,-8.667287977632803,0.3680960548885077,N2 mai rapid
10,D1,Q225,6.281,6.3,0.996984126984127,-0.30249960197421,0.3987936507936508,Similar (+/-5%)
10,D1,Q226,6.038,6.352,0.950566750629723,-5.2003974826101365,0.3802267002518892,Similar (+/-5%)
10,D1,Q227,8.779,8.972,0.9784886312973696,-2.1984280669780114,0.39139545251894786,Similar (+/-5%)
10,D1,Q228,9.128,9.642,0.946691557768098,-5.631025416301483,0.3786766231072392,N2 mai rapid
10,D1,Q229,6.475,6.505,0.9953881629515757,-0.4633204633204672,0.39815526518063027,Similar (+/-5%)
10,D1,Q230,2.376,2.679,0.8868980963045913,-12.75252525252525,0.3547592385218365,N2 mai rapid
10,D1,Q231,2.247,2.278,0.9863915715539947,-1.379617267467741,0.3945566286215979,Similar (+/-5%)
10,D1,Q232,2.276,2.306,0.9869904596704249,-1.3181019332161796,0.39479618386816995,Similar (+/-5%)
10,D1,Q234,41.468,49.942,0.8303231748828642,-20.43503424327191,0.3321292699531457,N2 mai rapid
10,D1,Q236,3.427,3.361,1.0196370127938112,1.92588269623577,0.4078548051175245,Similar (+/-5%)
10,D1,Q239,2.079,1.854,1.1213592233009708,10.822510822510825,0.44854368932038835,N5 mai rapid
10,D1,Q240,16.678,16.471,1.0125675429542833,1.241156013910545,0.4050270171817133,Similar (+/-5%)
10,D1,Q241,7.124,7.705,0.9245944192083062,-8.155530600786081,0.3698377676833225,N2 mai rapid
10,D1,Q242,93.455,104.314,0.895900837854938,-11.619496014124438,0.3583603351419752,N2 mai rapid
10,D1,Q243,2.783,2.682,1.0376584638329605,3.6291771469637073,0.41506338553318417,Similar (+/-5%)
10,D1,Q244,3.131,2.925,1.0704273504273505,6.579367614180772,0.4281709401709402,N5 mai rapid
10,D1,Q245,3.246,3.162,1.0265654648956357,2.587800369685769,0.4106261859582543,Similar (+/-5%)
10,D1,Q246,7.294,7.434,0.9811676082862523,-1.9193857965451133,0.3924670433145009,Similar (+/-5%)
10,D1,Q247,2.256,2.22,1.016216216216216,1.5957446808510456,0.40648648648648644,Similar (+/-5%)
10,D1,Q249,1.373,3.007,0.4566012637179913,-119.00946831755282,0.18264050548719651,N2 mai rapid
10,D1,Q250,0.643,0.646,0.9953560371517027,-0.4665629860031108,0.3981424148606811,Similar (+/-5%)
10,D2,Q001,59.639,10.523,5.667490259431721,82.3555056255135,2.2669961037726885,N5 mai rapid
10,D2,Q002,8.504,3.813,2.230264883293994,55.16227657572907,0.8921059533175976,N5 mai rapid
10,D2,Q003,19.299,6.783,2.845201238390093,64.8531011969532,1.138080495356037,N5 mai rapid
10,D2,Q004,15.177,5.68,2.6720070422535214,62.57494893588983,1.0688028169014085,N5 mai rapid
10,D2,Q005,13.783,3.237,4.257954896509113,76.51454690560836,1.7031819586036452,N5 mai rapid
10,D2,Q006,160.155,59.269,2.702171455566991,62.992725796884265,1.0808685822267965,N5 mai rapid
10,D2,Q007,0.987,0.353,2.7960339943342776,64.23505572441744,1.118413597733711,N5 mai rapid
10,D2,Q008,106.709,3.2,33.3465625,97.00119015265815,13.338624999999999,N5 mai rapid
10,D2,Q009,1.695,0.902,1.8791574279379157,46.78466076696165,0.7516629711751663,N5 mai rapid
10,D2,Q010,7.825,1.887,4.146793852676206,75.8849840255591,1.6587175410704824,N5 mai rapid
10,D2,Q011,2.554,2.512,1.01671974522293,1.6444792482380506,0.406687898089172,Similar (+/-5%)
10,D2,Q012,3.447,2.384,1.4458892617449666,30.83841021177836,0.5783557046979866,N5 mai rapid
10,D2,Q014,0.457,0.611,0.7479541734860884,-33.69803063457329,0.29918166939443536,N2 mai rapid
10,D2,Q015,0.401,0.464,0.8642241379310345,-15.710723192019948,0.3456896551724138,N2 mai rapid
10,D2,Q016,11.488,5.364,2.141685309470544,53.30779944289693,0.8566741237882176,N5 mai rapid
10,D2,Q017,3.91,3.833,1.02008870336551,1.9693094629156,0.408035481346204,Similar (+/-5%)
10,D2,Q018,11.062,10.158,1.0889938964363064,8.172120773820286,0.43559755857452254,N5 mai rapid
10,D2,Q019,12.618,0.271,46.56088560885609,97.85227452845142,18.624354243542435,N5 mai rapid
10,D2,Q020,3.57,3.377,1.057151317737637,5.406162464985996,0.42286052709505484,N5 mai rapid
10,D2,Q021,3.341,3.159,1.05761316872428,5.447470817120633,0.423045267489712,N5 mai rapid
10,D2,Q022,3.127,3.145,0.9942766295707471,-0.5756315957787094,0.39771065182829884,Similar (+/-5%)
10,D2,Q023,25.541,16.434,1.5541560180114395,35.6563955992326,0.6216624072045758,N5 mai rapid
10,D2,Q025,3.776,4.193,0.9005485332697353,-11.043432203389827,0.3602194133078941,N2 mai rapid
10,D2,Q026,2.98,2.308,1.291161178509532,22.550335570469805,0.5164644714038128,N5 mai rapid
10,D2,Q027,1.271,1.086,1.1703499079189685,14.555468135326501,0.46813996316758744,N5 mai rapid
10,D2,Q028,1943.045,1949.428,0.9967257062071541,-0.32850500117084463,0.39869028248286165,Similar (+/-5%)
10,D2,Q029,2.235,1.172,1.9069965870307168,47.56152125279642,0.7627986348122867,N5 mai rapid
10,D2,Q030,6.473,6.258,1.0343560242889103,3.321489263092845,0.4137424097155641,Similar (+/-5%)
10,D2,Q031,104.664,90.859,1.1519387182337468,13.189826492394719,0.4607754872934987,N5 mai rapid
10,D2,Q032,1.907,2.592,0.7357253086419753,-35.92029365495543,0.2942901234567901,N2 mai rapid
10,D2,Q033,22.436,23.662,0.9481869664440876,-5.464432162595824,0.379274786577635,N2 mai rapid
10,D2,Q034,11.601,18.992,0.6108361415332771,-63.710024997845004,0.24433445661331085,N2 mai rapid
10,D2,Q035,1.585,2.298,0.6897302001740644,-44.98422712933755,0.27589208006962573,N2 mai rapid
10,D2,Q036,2.277,2.916,0.7808641975308642,-28.063241106719357,0.31234567901234567,N2 mai rapid
10,D2,Q037,3.977,5.337,0.7451751920554619,-34.196630626100074,0.2980700768221848,N2 mai rapid
10,D2,Q038,22.897,3.402,6.730452674897118,85.14215836135737,2.6921810699588473,N5 mai rapid
10,D2,Q039,2.39,2.716,0.8799705449189985,-13.640167364016738,0.3519882179675994,N2 mai rapid
10,D2,Q041,5.561,6.998,0.7946556158902544,-25.840676137385366,0.3178622463561017,N2 mai rapid
10,D2,Q042,66.093,9.29,7.114424111948333,85.94404853766663,2.8457696447793333,N5 mai rapid
10,D2,Q043,2.122,2.629,0.807151007987828,-23.892554194156464,0.3228604031951312,N2 mai rapid
10,D2,Q044,10.667,8.799,1.2122968519149904,17.51195275147652,0.48491874076599617,N5 mai rapid
10,D2,Q045,109.986,87.378,1.2587378974112478,20.555343407342754,0.5034951589644991,N5 mai rapid
10,D2,Q046,7.35,7.942,0.9254595819692772,-8.054421768707492,0.3701838327877109,N2 mai rapid
10,D2,Q047,17.269,15.449,1.1178069777979156,10.539116335630313,0.44712279111916625,N5 mai rapid
10,D2,Q048,2.792,3.82,0.7308900523560209,-36.819484240687686,0.29235602094240837,N2 mai rapid
10,D2,Q049,2.891,3.017,0.9582366589327147,-4.35835351089588,0.3832946635730859,Similar (+/-5%)
10,D2,Q052,809.747,812.088,0.997117307483918,-0.2891026456411704,0.3988469229935672,Similar (+/-5%)
10,D2,Q053,809.137,809.793,0.9991899164354346,-0.0810740331983413,0.39967596657417387,Similar (+/-5%)
10,D2,Q054,4.804,5.167,0.9297464679698085,-7.556203164029965,0.3718985871879234,N2 mai rapid
10,D2,Q055,9.324,10.102,0.9229855474163532,-8.34405834405835,0.36919421896654125,N2 mai rapid
10,D2,Q056,9.947,10.32,0.9638565891472867,-3.7498743339700527,0.38554263565891467,Similar (+/-5%)
10,D2,Q057,24.771,26.652,0.9294236830256641,-7.593556981954706,0.37176947321026566,N2 mai rapid
10,D2,Q058,29.506,30.636,0.9631152892022458,-3.8297295465329046,0.3852461156808983,Similar (+/-5%)
10,D2,Q059,28.331,29.498,0.9604379957963252,-4.119162754579794,0.3841751983185301,Similar (+/-5%)
10,D2,Q060,48.688,51.232,0.9503435352904436,-5.225106802497529,0.3801374141161774,Similar (+/-5%)
10,D2,Q062,2.193,2.462,0.8907392363931762,-12.266301869585048,0.3562956945572705,N2 mai rapid
10,D2,Q063,1.459,0.817,1.7858017135862916,44.00274160383825,0.7143206854345167,N5 mai rapid
10,D2,Q066,3.14,3.091,1.015852474927208,1.560509554140125,0.4063409899708832,Similar (+/-5%)
10,D2,Q067,30.863,30.732,1.0042626578159572,0.4244564689109945,0.4017050631263829,Similar (+/-5%)
10,D2,Q070,3.194,3.4,0.9394117647058824,-6.449592986850343,0.37576470588235295,N2 mai rapid
10,D2,Q071,2.919,3.077,0.9486512837179071,-5.412812607057209,0.3794605134871628,N2 mai rapid
