mtry,min_n,.metric,.estimator,mean,n,std_err,.config
26,8,accuracy,binary,0.9007058823529411,5,0.02059789098832294,Preprocessor1_Model64
26,8,bal_accuracy,binary,0.7024167327680009,5,0.06761463982527458,Preprocessor1_Model64
26,8,roc_auc,binary,0.8886674324918988,5,0.0164469071269071,Preprocessor1_Model64
26,8,sens,binary,0.9621021306698354,5,0.025076129727209896,Preprocessor1_Model64
26,8,spec,binary,0.44273133486616634,5,0.14834471227115079,Preprocessor1_Model64
24,26,accuracy,binary,0.9033389355742297,5,0.019234587399964184,Preprocessor1_Model65
24,26,bal_accuracy,binary,0.695888477018669,5,0.06802575111866355,Preprocessor1_Model65
24,26,roc_auc,binary,0.8862605968268346,5,0.020731629828378232,Preprocessor1_Model65
24,26,sens,binary,0.9692703382722953,5,0.025060038869393543,Preprocessor1_Model65
24,26,spec,binary,0.4225066157650427,5,0.14986991921175194,Preprocessor1_Model65
36,24,accuracy,binary,0.9036526610644258,5,0.019510156019030687,Preprocessor1_Model66
36,24,bal_accuracy,binary,0.6903484515890473,5,0.07077964433655946,Preprocessor1_Model66
36,24,roc_auc,binary,0.8772179584613866,5,0.02647920310527104,Preprocessor1_Model66
36,24,sens,binary,0.9716734334804678,5,0.019857652673747714,Preprocessor1_Model66
36,24,spec,binary,0.409023469697627,5,0.1523768577290405,Preprocessor1_Model66
31,27,accuracy,binary,0.9009859943977591,5,0.019947137256399846,Preprocessor1_Model67
31,27,bal_accuracy,binary,0.6891469039849611,5,0.06902999183151146,Preprocessor1_Model67
31,27,roc_auc,binary,0.8788580984947303,5,0.02264262873666746,Preprocessor1_Model67
31,27,sens,binary,0.9692703382722953,5,0.025060038869393543,Preprocessor1_Model67
31,27,spec,binary,0.409023469697627,5,0.1523768577290405,Preprocessor1_Model67
13,33,accuracy,binary,0.8986330532212885,5,0.02105731449186264,Preprocessor1_Model68
13,33,bal_accuracy,binary,0.6351549516553144,5,0.055008801761993284,Preprocessor1_Model68
13,33,roc_auc,binary,0.8968770821909032,5,0.019698796943039578,Preprocessor1_Model68
13,33,sens,binary,0.9739670114621191,5,0.02046754050702763,Preprocessor1_Model68
13,33,spec,binary,0.2963428918485098,5,0.11115998461219215,Preprocessor1_Model68
32,21,accuracy,binary,0.9033389355742296,5,0.019403607002095234,Preprocessor1_Model69
32,21,bal_accuracy,binary,0.695686498527134,5,0.06908173350231049,Preprocessor1_Model69
32,21,roc_auc,binary,0.8804813055066506,5,0.024682427794398127,Preprocessor1_Model69
32,21,sens,binary,0.9688663812892255,5,0.022055984380633865,Preprocessor1_Model69
32,21,spec,binary,0.4225066157650427,5,0.14986991921175194,Preprocessor1_Model69
31,25,accuracy,binary,0.9002240896358543,5,0.02019689816011064,Preprocessor1_Model70
31,25,bal_accuracy,binary,0.6886881883886309,5,0.06912168880127992,Preprocessor1_Model70
31,25,roc_auc,binary,0.8827442353897185,5,0.02051408967286898,Preprocessor1_Model70
31,25,sens,binary,0.9683529070796347,5,0.024794173771761987,Preprocessor1_Model70
31,25,spec,binary,0.409023469697627,5,0.1523768577290405,Preprocessor1_Model70
15,38,accuracy,binary,0.8986330532212885,5,0.02105731449186264,Preprocessor1_Model71
15,38,bal_accuracy,binary,0.6351549516553144,5,0.055008801761993284,Preprocessor1_Model71
15,38,roc_auc,binary,0.8894893323193338,5,0.020307372181310287,Preprocessor1_Model71
15,38,sens,binary,0.9739670114621191,5,0.02046754050702763,Preprocessor1_Model71
15,38,spec,binary,0.2963428918485098,5,0.11115998461219215,Preprocessor1_Model71
30,24,accuracy,binary,0.9033389355742297,5,0.019234587399964184,Preprocessor1_Model72
30,24,bal_accuracy,binary,0.695888477018669,5,0.06802575111866355,Preprocessor1_Model72
30,24,roc_auc,binary,0.8803511305185228,5,0.02138180077034809,Preprocessor1_Model72
30,24,sens,binary,0.9692703382722953,5,0.025060038869393543,Preprocessor1_Model72
30,24,spec,binary,0.4225066157650427,5,0.14986991921175194,Preprocessor1_Model72
33,15,accuracy,binary,0.8987002801120448,5,0.02077138680049098,Preprocessor1_Model73
33,15,bal_accuracy,binary,0.6877707571959703,5,0.06931382664155672,Preprocessor1_Model73
33,15,roc_auc,binary,0.8840404001997542,5,0.021230230149995463,Preprocessor1_Model73
33,15,sens,binary,0.9665180446943136,5,0.02435758901783095,Preprocessor1_Model73
33,15,spec,binary,0.409023469697627,5,0.1523768577290405,Preprocessor1_Model73
8,7,accuracy,binary,0.9021288515406163,5,0.019870114695063102,Preprocessor1_Model74
8,7,bal_accuracy,binary,0.6841665833974372,5,0.07181007232664251,Preprocessor1_Model74
8,7,roc_auc,binary,0.9068998662206678,5,0.01826849312673466,Preprocessor1_Model74
8,7,sens,binary,0.9727928431646631,5,0.021611467656472105,Preprocessor1_Model74
8,7,spec,binary,0.39554032363021124,5,0.15601285624577862,Preprocessor1_Model74
4,28,accuracy,binary,0.9111372549019607,5,0.028169905611108072,Preprocessor1_Model75
4,28,bal_accuracy,binary,0.630377078573051,5,0.060174653636869725,Preprocessor1_Model75
4,28,roc_auc,binary,0.8956866053200618,5,0.02642407330970434,Preprocessor1_Model75
4,28,sens,binary,0.9913775574324237,5,0.004545487562758457,Preprocessor1_Model75
4,28,spec,binary,0.2693765997136784,5,0.11788952921909779,Preprocessor1_Model75
24,2,accuracy,binary,0.9018487394957984,5,0.021128188849667055,Preprocessor1_Model76
24,2,bal_accuracy,binary,0.7089457336790242,5,0.06990585662785954,Preprocessor1_Model76
24,2,roc_auc,binary,0.8942056170552206,5,0.013926384990551944,Preprocessor1_Model76
24,2,sens,binary,0.9621021306698354,5,0.025076129727209896,Preprocessor1_Model76
24,2,spec,binary,0.4557893366882131,5,0.15177133407726512,Preprocessor1_Model76
16,27,accuracy,binary,0.9021064425770308,5,0.01964845414250882,Preprocessor1_Model77
16,27,bal_accuracy,binary,0.6869502857655632,5,0.07048218933647965,Preprocessor1_Model77
16,27,roc_auc,binary,0.8961768685754931,5,0.02030827635795411,Preprocessor1_Model77
16,27,sens,binary,0.9716186748672072,5,0.02275847526764839,Preprocessor1_Model77
16,27,spec,binary,0.4022818966639191,5,0.15397616990462323,Preprocessor1_Model77
22,18,accuracy,binary,0.9025770308123249,5,0.019516457710212272,Preprocessor1_Model78
22,18,bal_accuracy,binary,0.6954297614223387,5,0.0681301485253627,Preprocessor1_Model78
22,18,roc_auc,binary,0.8991459565345383,5,0.015271834566058618,Preprocessor1_Model78
22,18,sens,binary,0.9683529070796347,5,0.024794173771761987,Preprocessor1_Model78
22,18,spec,binary,0.4225066157650427,5,0.14986991921175194,Preprocessor1_Model78
9,30,accuracy,binary,0.9016806722689076,5,0.02139354894166991,Preprocessor1_Model79
9,30,bal_accuracy,binary,0.6347973816426602,5,0.05584709071529089,Preprocessor1_Model79
9,30,roc_auc,binary,0.8965319176570916,5,0.02193347944610401,Preprocessor1_Model79
9,30,sens,binary,0.9777462534592825,5,0.015652691083549535,Preprocessor1_Model79
9,30,spec,binary,0.29184850982603794,5,0.11219711521186355,Preprocessor1_Model79
11,27,accuracy,binary,0.8990140056022409,5,0.02098497741534676,Preprocessor1_Model80
11,27,bal_accuracy,binary,0.663139296078015,5,0.06462964208440745,Preprocessor1_Model80
11,27,roc_auc,binary,0.8958735482988682,5,0.02163962985583141,Preprocessor1_Model80
11,27,sens,binary,0.9727928431646631,5,0.021611467656472105,Preprocessor1_Model80
11,27,spec,binary,0.353485748991367,5,0.13928318812231133,Preprocessor1_Model80
35,28,accuracy,binary,0.9032717086834734,5,0.019189695859565828,Preprocessor1_Model81
35,28,bal_accuracy,binary,0.6903210722824171,5,0.06977941909263141,Preprocessor1_Model81
35,28,roc_auc,binary,0.8692828761466598,5,0.026522491621482513,Preprocessor1_Model81
35,28,sens,binary,0.9716186748672072,5,0.02275847526764839,Preprocessor1_Model81
35,28,spec,binary,0.409023469697627,5,0.1523768577290405,Preprocessor1_Model81
11,22,accuracy,binary,0.9009187675070028,5,0.0207247903773775,Preprocessor1_Model82
11,22,bal_accuracy,binary,0.6780120945124574,5,0.07366225932583598,Preprocessor1_Model82
11,22,roc_auc,binary,0.9006772502881379,5,0.019539756698904565,Preprocessor1_Model82
11,22,sens,binary,0.9739670114621191,5,0.02046754050702763,Preprocessor1_Model82
11,22,spec,binary,0.38205717756279556,5,0.15928094124099745,Preprocessor1_Model82
13,27,accuracy,binary,0.8986330532212885,5,0.02105731449186264,Preprocessor1_Model83
13,27,bal_accuracy,binary,0.6768379262150014,5,0.07287954314228023,Preprocessor1_Model83
13,27,roc_auc,binary,0.8957243548067367,5,0.019552992057414956,Preprocessor1_Model83
13,27,sens,binary,0.9716186748672072,5,0.02275847526764839,Preprocessor1_Model83
13,27,spec,binary,0.38205717756279556,5,0.15928094124099745,Preprocessor1_Model83
21,21,accuracy,binary,0.9048627450980392,5,0.018693045141992107,Preprocessor1_Model84
21,21,bal_accuracy,binary,0.6966039297197947,5,0.06886258874544533,Preprocessor1_Model84
21,21,roc_auc,binary,0.8936749366792991,5,0.01768410272292577,Preprocessor1_Model84
21,21,sens,binary,0.9707012436745466,5,0.022489351258284388,Preprocessor1_Model84
21,21,spec,binary,0.4225066157650427,5,0.14986991921175194,Preprocessor1_Model84
18,7,accuracy,binary,0.903406162464986,5,0.019800592432510422,Preprocessor1_Model85
18,7,bal_accuracy,binary,0.701253903263386,5,0.06803901570214052,Preprocessor1_Model85
18,7,roc_auc,binary,0.8907043197035385,5,0.016418738325605867,Preprocessor1_Model85
18,7,sens,binary,0.9665180446943136,5,0.02435758901783095,Preprocessor1_Model85
18,7,spec,binary,0.43598976183245847,5,0.14854921424715917,Preprocessor1_Model85
36,31,accuracy,binary,0.9006050420168067,5,0.020068790827830515,Preprocessor1_Model86
36,31,bal_accuracy,binary,0.6880233084793431,5,0.0692597757223745,Preprocessor1_Model86
36,31,roc_auc,binary,0.8731113627223213,5,0.024118369591774193,Preprocessor1_Model86
36,31,sens,binary,0.9692703382722953,5,0.025060038869393543,Preprocessor1_Model86
36,31,spec,binary,0.40677627868639105,5,0.15290631616974812,Preprocessor1_Model86
31,32,accuracy,binary,0.9036526610644258,5,0.01908715948680354,Preprocessor1_Model87
31,32,bal_accuracy,binary,0.6905167669986597,5,0.06990545994388857,Preprocessor1_Model87
31,32,roc_auc,binary,0.8765491488179351,5,0.023132244308433074,Preprocessor1_Model87
31,32,sens,binary,0.9720100642996925,5,0.02237582633971984,Preprocessor1_Model87
31,32,spec,binary,0.409023469697627,5,0.1523768577290405,Preprocessor1_Model87
16,30,accuracy,binary,0.8986330532212885,5,0.02105731449186264,Preprocessor1_Model88
16,30,bal_accuracy,binary,0.6768379262150014,5,0.07287954314228023,Preprocessor1_Model88
16,30,roc_auc,binary,0.8899752914246627,5,0.02165812719317112,Preprocessor1_Model88
16,30,sens,binary,0.9716186748672072,5,0.02275847526764839,Preprocessor1_Model88
16,30,spec,binary,0.38205717756279556,5,0.15928094124099745,Preprocessor1_Model88
25,18,accuracy,binary,0.9021960784313725,5,0.019749789527497116,Preprocessor1_Model89
25,18,bal_accuracy,binary,0.6950994143784062,5,0.06871318967936944,Preprocessor1_Model89
25,18,roc_auc,binary,0.8895757297066142,5,0.020240307534761717,Preprocessor1_Model89
25,18,sens,binary,0.9676922129917696,5,0.023205616210077502,Preprocessor1_Model89
25,18,spec,binary,0.4225066157650427,5,0.14986991921175194,Preprocessor1_Model89
24,38,accuracy,binary,0.8986330532212885,5,0.02105731449186264,Preprocessor1_Model90
24,38,bal_accuracy,binary,0.6490492765085434,5,0.05832395383386858,Preprocessor1_Model90
24,38,roc_auc,binary,0.8801217443901463,5,0.021855598929618022,Preprocessor1_Model90
24,38,sens,binary,0.9731842325971485,5,0.021229791715206323,Preprocessor1_Model90
24,38,spec,binary,0.3249143204199384,5,0.12272672001498587,Preprocessor1_Model90
8,21,accuracy,binary,0.9028235294117647,5,0.021966325831447343,Preprocessor1_Model91
8,21,bal_accuracy,binary,0.6734231633574187,5,0.07717158807593569,Preprocessor1_Model91
8,21,roc_auc,binary,0.9038949094752357,5,0.020242673798901767,Preprocessor1_Model91
8,21,sens,binary,0.9782722952194577,5,0.016309955166024313,Preprocessor1_Model91
8,21,spec,binary,0.3685740314953798,5,0.163598336259941,Preprocessor1_Model91
30,36,accuracy,binary,0.8963473389355743,5,0.021627598817807167,Preprocessor1_Model92
30,36,bal_accuracy,binary,0.6756637579175454,5,0.07210745114514704,Preprocessor1_Model92
30,36,roc_auc,binary,0.8778723580195181,5,0.022278050701465334,Preprocessor1_Model92
30,36,sens,binary,0.9692703382722953,5,0.025060038869393543,Preprocessor1_Model92
30,36,spec,binary,0.38205717756279556,5,0.15928094124099745,Preprocessor1_Model92
24,34,accuracy,binary,0.9005378151260505,5,0.02036615758789703,Preprocessor1_Model93
24,34,bal_accuracy,binary,0.6685615788898622,5,0.06341461508404271,Preprocessor1_Model93
24,34,roc_auc,binary,0.8878313202272501,5,0.02242636370654139,Preprocessor1_Model93
24,34,sens,binary,0.9724014537321778,5,0.021993485027120153,Preprocessor1_Model93
24,34,spec,binary,0.3647217040475468,5,0.1366616199209806,Preprocessor1_Model93
27,3,accuracy,binary,0.9026442577030812,5,0.021166022350967338,Preprocessor1_Model94
27,3,bal_accuracy,binary,0.7111929246902602,5,0.07034770574087568,Preprocessor1_Model94
27,3,roc_auc,binary,0.8909056777172961,5,0.012684281448688476,Preprocessor1_Model94
27,3,sens,binary,0.9621021306698354,5,0.025076129727209896,Preprocessor1_Model94
27,3,spec,binary,0.460283718710685,5,0.15241336927634158,Preprocessor1_Model94
33,5,accuracy,binary,0.90103081232493,5,0.021019392830659876,Preprocessor1_Model95
33,5,bal_accuracy,binary,0.7048427410890377,5,0.0700182917125785,Preprocessor1_Model95
33,5,roc_auc,binary,0.8891962224078966,5,0.017013667798808228,Preprocessor1_Model95
33,5,sens,binary,0.9628849095348061,5,0.024303145057079065,Preprocessor1_Model95
33,5,spec,binary,0.4468005726432693,5,0.15192352289257344,Preprocessor1_Model95
8,11,accuracy,binary,0.900593837535014,5,0.020572063238166807,Preprocessor1_Model96
8,11,bal_accuracy,binary,0.6796722013749653,5,0.07304172717633879,Preprocessor1_Model96
8,11,roc_auc,binary,0.9028805756034656,5,0.021617685555880225,Preprocessor1_Model96
8,11,sens,binary,0.9727928431646631,5,0.021611467656472105,Preprocessor1_Model96
8,11,spec,binary,0.38655155958526743,5,0.1586692167873454,Preprocessor1_Model96
